challenge	difficulty	qubits	method	method_family	source_sessions	run_id	rank_type	rank	bitstring_qiskit	score_type	score	count	support	fraction	selected	review	validation	status	source_path	notes
104_49	very_hard	104	aer_mps_selected	mps	quantum_peak_session	challenge-104_49.mps	sample_top	8	11110101101100110111111011000001110010001101110100101001001101110001011100110010001000101001011010100101	sample_fraction	0.0009765625	1		0.0009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	tree_tensor_sim_session	challenge-104_49.mps	sample_top	9	00111001000111110110111010100101111011010101101100101000101100111011011110101100001010000011011110001111	sample_fraction	0.0009765625	1		0.0009765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	quantum_peak_session	challenge-104_49.mps	sample_top	9	00111001000111110110111010100101111011010101101100101000101100111011011110101100001010000011011110001111	sample_fraction	0.0009765625	1		0.0009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	tree_tensor_sim_session	challenge-104_49.mps	sample_top	10	00101010110110111111010101110000000000100100100100011000101011101100010111100111110100100110001001010010	sample_fraction	0.0009765625	1		0.0009765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	quantum_peak_session	challenge-104_49.mps	sample_top	10	00101010110110111111010101110000000000100100100100011000101011101100010111100111110100100110001001010010	sample_fraction	0.0009765625	1		0.0009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	tree_tensor_sim_session	challenge-104_49.mps	sample_top	11	00101001001111111011011101100101011000000101010010101110001110100001011000111111110000000000010110001011	sample_fraction	0.0009765625	1		0.0009765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	quantum_peak_session	challenge-104_49.mps	sample_top	11	00101001001111111011011101100101011000000101010010101110001110100001011000111111110000000000010110001011	sample_fraction	0.0009765625	1		0.0009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	tree_tensor_sim_session	challenge-104_49.mps	sample_top	12	10101101011000110011100000001100011011100001011100011001111101000101111000110111010101001001011110110110	sample_fraction	0.0009765625	1		0.0009765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	quantum_peak_session	challenge-104_49.mps	sample_top	12	10101101011000110011100000001100011011100001011100011001111101000101111000110111010101001001011110110110	sample_fraction	0.0009765625	1		0.0009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	tree_tensor_sim_session	challenge-104_49.mps	sample_top	13	01100100110000001010011110110100100001011001000010100000111110101010011110110001010001010001010000000000	sample_fraction	0.0009765625	1		0.0009765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	quantum_peak_session	challenge-104_49.mps	sample_top	13	01100100110000001010011110110100100001011001000010100000111110101010011110110001010001010001010000000000	sample_fraction	0.0009765625	1		0.0009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	tree_tensor_sim_session	challenge-104_49.mps	sample_top	14	01011111100000011011110100001011011011000101111010001011001011100111010001111010010000010011000100100101	sample_fraction	0.0009765625	1		0.0009765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	quantum_peak_session	challenge-104_49.mps	sample_top	14	01011111100000011011110100001011011011000101111010001011001011100111010001111010010000010011000100100101	sample_fraction	0.0009765625	1		0.0009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	tree_tensor_sim_session	challenge-104_49.mps	sample_top	15	01000100001100010011000101000100110011010100010011001001001011100000011000100111110011110000011101000010	sample_fraction	0.0009765625	1		0.0009765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	quantum_peak_session	challenge-104_49.mps	sample_top	15	01000100001100010011000101000100110011010100010011001001001011100000011000100111110011110000011101000010	sample_fraction	0.0009765625	1		0.0009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	tree_tensor_sim_session	challenge-104_49.mps	sample_top	16	11011011110100110010000101001001100000110101001101001010101100110011011110101010000010010011111011010000	sample_fraction	0.0009765625	1		0.0009765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	quantum_peak_session	challenge-104_49.mps	sample_top	16	11011011110100110010000101001001100000110101001101001010101100110011011110101010000010010011111011010000	sample_fraction	0.0009765625	1		0.0009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	tree_tensor_sim_session	challenge-104_49.mps	sample_top	17	01000010011000111011010001110000010101000101010001101001001110000000111100111011110110100000011001010000	sample_fraction	0.0009765625	1		0.0009765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	quantum_peak_session	challenge-104_49.mps	sample_top	17	01000010011000111011010001110000010101000101010001101001001110000000111100111011110110100000011001010000	sample_fraction	0.0009765625	1		0.0009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	tree_tensor_sim_session	challenge-104_49.mps	sample_top	18	00000010101000011110011010111101110101110100110100101001111111100001111000100111011000110011011000110001	sample_fraction	0.0009765625	1		0.0009765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	quantum_peak_session	challenge-104_49.mps	sample_top	18	00000010101000011110011010111101110101110100110100101001111111100001111000100111011000110011011000110001	sample_fraction	0.0009765625	1		0.0009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	tree_tensor_sim_session	challenge-104_49.mps	sample_top	19	00111110011110101110111111100001110001111001101111001011111010100001011000101000100111000001011111111111	sample_fraction	0.0009765625	1		0.0009765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	quantum_peak_session	challenge-104_49.mps	sample_top	19	00111110011110101110111111100001110001111001101111001011111010100001011000101000100111000001011111111111	sample_fraction	0.0009765625	1		0.0009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	tree_tensor_sim_session	challenge-104_49.mps	sample_top	20	10110010111001111111010100110001110000000001111101001111001101110000011111111010011001101111011000000010	sample_fraction	0.0009765625	1		0.0009765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	quantum_peak_session	challenge-104_49.mps	sample_top	20	10110010111001111111010100110001110000000001111101001111001101110000011111111010011001101111011000000010	sample_fraction	0.0009765625	1		0.0009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	tree_tensor_sim_session	challenge-104_49.mps	sample_top	21	10001000101000110011111110000101100011110101101001010011001010110101011000110010011100010111000100101100	sample_fraction	0.0009765625	1		0.0009765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	quantum_peak_session	challenge-104_49.mps	sample_top	21	10001000101000110011111110000101100011110101101001010011001010110101011000110010011100010111000100101100	sample_fraction	0.0009765625	1		0.0009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	tree_tensor_sim_session	challenge-104_49.mps	sample_top	22	10011000101100110111011101110001110001100101001100101010011100100011011000111110110010001000001110100101	sample_fraction	0.0009765625	1		0.0009765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	quantum_peak_session	challenge-104_49.mps	sample_top	22	10011000101100110111011101110001110001100101001100101010011100100011011000111110110010001000001110100101	sample_fraction	0.0009765625	1		0.0009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	tree_tensor_sim_session	challenge-104_49.mps	sample_top	23	10000100001111111011110101000001110011010101000111101010001110100010011100101111010010100010000001100101	sample_fraction	0.0009765625	1		0.0009765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	quantum_peak_session	challenge-104_49.mps	sample_top	23	10000100001111111011110101000001110011010101000111101010001110100010011100101111010010100010000001100101	sample_fraction	0.0009765625	1		0.0009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	tree_tensor_sim_session	challenge-104_49.mps	sample_top	24	00111101110100110011010111010101110001001111000010101000010110111011010100111110011011100111000100010010	sample_fraction	0.0009765625	1		0.0009765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	quantum_peak_session	challenge-104_49.mps	sample_top	24	00111101110100110011010111010101110001001111000010101000010110111011010100111110011011100111000100010010	sample_fraction	0.0009765625	1		0.0009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	tree_tensor_sim_session	challenge-104_49.mps	sample_top	25	11010101101010000010011111001100110001010111010011000001011101100001011100111111011011000010011100100111	sample_fraction	0.0009765625	1		0.0009765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
104_49	very_hard	104	aer_mps_selected	mps	quantum_peak_session	challenge-104_49.mps	sample_top	25	11010101101010000010011111001100110001010111010011000001011101100001011100111111011011000010011100100111	sample_fraction	0.0009765625	1		0.0009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-104_49.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	1	0110101010100011010111011000011100010110110110011100011001100110	sample_fraction	0.070068359375	287		0.070068359375	1			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	1	0110101010100011010111011000011100010110110110011100011001100110	sample_fraction	0.070068359375	287		0.070068359375	1			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	2	0110101010100011010111011000011100010110110010011100011001100110	sample_fraction	0.0654296875	268		0.0654296875	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	2	0110101010100011010111011000011100010110110010011100011001100110	sample_fraction	0.0654296875	268		0.0654296875	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	3	0110111010100011010111011000011101010110110010011100011001100110	sample_fraction	0.031005859375	127		0.031005859375	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	3	0110111010100011010111011000011101010110110010011100011001100110	sample_fraction	0.031005859375	127		0.031005859375	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	4	0110111010100011010111011000011101010110110110011100011001100110	sample_fraction	0.030517578125	125		0.030517578125	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	4	0110111010100011010111011000011101010110110110011100011001100110	sample_fraction	0.030517578125	125		0.030517578125	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	5	0110101010100011010111011000011100010110110011011100011001100110	sample_fraction	0.014404296875	59		0.014404296875	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	5	0110101010100011010111011000011100010110110011011100011001100110	sample_fraction	0.014404296875	59		0.014404296875	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	6	0110101010100011010111011000011100010110110111011100011001100110	sample_fraction	0.0126953125	52		0.0126953125	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	6	0110101010100011010111011000011100010110110111011100011001100110	sample_fraction	0.0126953125	52		0.0126953125	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	7	0110101010100011010110011000011100010110110010011100011001100110	sample_fraction	0.009765625	40		0.009765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	7	0110101010100011010110011000011100010110110010011100011001100110	sample_fraction	0.009765625	40		0.009765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	8	0010101010100011010111011000011100010110110111011100011001100110	sample_fraction	0.00927734375	38		0.00927734375	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	8	0010101010100011010111011000011100010110110111011100011001100110	sample_fraction	0.00927734375	38		0.00927734375	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	9	0110101011100011010111011000011100010110110010011100011001100110	sample_fraction	0.009033203125	37		0.009033203125	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	9	0110101011100011010111011000011100010110110010011100011001100110	sample_fraction	0.009033203125	37		0.009033203125	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	10	0110101010100011010110011000011100010110110110011100011001100110	sample_fraction	0.0087890625	36		0.0087890625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	10	0110101010100011010110011000011100010110110110011100011001100110	sample_fraction	0.0087890625	36		0.0087890625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	11	0010101010100011010111011000011100010110110011011100011001100110	sample_fraction	0.0078125	32		0.0078125	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	11	0010101010100011010111011000011100010110110011011100011001100110	sample_fraction	0.0078125	32		0.0078125	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	12	0110101011100011010111011000011100010110110110011100011001100110	sample_fraction	0.007568359375	31		0.007568359375	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	12	0110101011100011010111011000011100010110110110011100011001100110	sample_fraction	0.007568359375	31		0.007568359375	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	13	0110111011100011010111011000011101010110110010011100011001100110	sample_fraction	0.0068359375	28		0.0068359375	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	13	0110111011100011010111011000011101010110110010011100011001100110	sample_fraction	0.0068359375	28		0.0068359375	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	14	0110101010100011010111011000011100010110110110011100111001100110	sample_fraction	0.006591796875	27		0.006591796875	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	14	0110101010100011010111011000011100010110110110011100111001100110	sample_fraction	0.006591796875	27		0.006591796875	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	15	0110101010100011010111011000011101010110110110011100011001100110	sample_fraction	0.00634765625	26		0.00634765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	15	0110101010100011010111011000011101010110110110011100011001100110	sample_fraction	0.00634765625	26		0.00634765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	16	0010111010100011010111011000011101010110110011011100011001100110	sample_fraction	0.00634765625	26		0.00634765625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	16	0010111010100011010111011000011101010110110011011100011001100110	sample_fraction	0.00634765625	26		0.00634765625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	17	0110111010100011010111011000011101010110110011011100011001100110	sample_fraction	0.006103515625	25		0.006103515625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	17	0110111010100011010111011000011101010110110011011100011001100110	sample_fraction	0.006103515625	25		0.006103515625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	18	0110111010100011010111011000011101010110110111011100011001100110	sample_fraction	0.006103515625	25		0.006103515625	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	18	0110111010100011010111011000011101010110110111011100011001100110	sample_fraction	0.006103515625	25		0.006103515625	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	19	0110101000100011010111011000011100010110110010011100011001100110	sample_fraction	0.005859375	24		0.005859375	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	19	0110101000100011010111011000011100010110110010011100011001100110	sample_fraction	0.005859375	24		0.005859375	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	20	0110101011100011010111011000011110010110110110011100011001100110	sample_fraction	0.005615234375	23		0.005615234375	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	20	0110101011100011010111011000011110010110110110011100011001100110	sample_fraction	0.005615234375	23		0.005615234375	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	tree_tensor_sim_session	challenge-64_26.mps	sample_top	21	0110101010100011010111011000001100010110110010011100011001100110	sample_fraction	0.00537109375	22		0.00537109375	0			ok	../quantum-junction-tree-tensor/outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
64_26	easy	64	aer_mps_selected	mps	quantum_peak_session	challenge-64_26.mps	sample_top	21	0110101010100011010111011000001100010110110010011100011001100110	sample_fraction	0.00537109375	22		0.00537109375	0			ok	outputs/sim_11_26_34_41_49/json/challenge-64_26.mps.json	-
